age,banking_seniority_years,client_status_is_new,interaction_frequency_rare,dependents_count,has_spouse,spouse_income,is_married,is_employed_cdi,is_unemployed,job_seniority_years,job_stability_high,job_stability_low,monthly_income,monthly_expenses,existing_debt,debt_monthly_payment,debt_ratio,available_savings,has_banking_incidents,major_banking_incidents,amount_requested,duration_months,is_real_estate,is_investment,is_comfort_expense,stress_level,urgency_level,project_clarity,engagement_level,low_coherence,external_pressure,short_term_only,risk_professional_instability,risk_high_debt,risk_spouse_dependency,risk_non_priority,risk_excessive_urgency,risk_incoherent,total_risk_flags,global_risk_high,repayment_capacity_insufficient,expense_ratio,credit_to_income_ratio,default
31,4.5,0,1,2,0,0.0,0,0,0,6.1,1,0,2752.37,2279.2,0.0,0.0,0.0,2808.36,0,0,5706.19,12,1,0,0,1,4,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0.828,0.173,0
56,0.2,1,0,1,1,2685.78,1,1,0,2.6,0,0,3108.2,2056.17,0.0,0.0,0.0,709.72,0,0,15375.36,48,1,0,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.662,0.412,0
42,4.7,0,1,1,0,0.0,0,1,0,0.4,0,1,2709.13,2171.63,0.0,0.0,0.0,7002.05,0,0,3047.52,36,0,0,1,5,3,3,5,0,0,0,1,0,0,1,0,0,2,0,0,0.802,0.094,0
37,13.5,0,0,0,0,0.0,0,1,0,3.6,0,0,2682.65,1302.06,5834.9,109.96,0.041,481.98,0,0,5492.34,24,0,0,0,2,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.485,0.171,0
47,4.7,0,0,1,0,0.0,0,0,0,1.3,0,1,2910.22,1469.08,11718.18,214.13,0.074,9796.62,0,0,4867.82,36,0,0,0,2,4,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0.505,0.139,0
28,2.7,0,0,3,1,1515.98,1,0,0,2.8,0,0,1565.71,1616.49,11509.0,869.34,0.555,102.44,0,0,1779.33,24,0,0,0,3,2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1.032,0.095,1
53,4.0,0,0,0,1,3443.8,1,0,0,2.5,0,0,1736.96,1082.56,46455.6,1539.04,0.886,953.14,1,1,2808.9,24,0,0,1,2,2,3,4,0,0,0,0,1,1,1,0,0,3,1,1,0.623,0.135,1
45,1.5,0,1,2,0,0.0,0,1,0,5.9,1,0,1430.13,1515.87,0.0,0.0,0.0,5839.1,0,0,7072.23,36,1,0,1,5,3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1.06,0.412,0
21,3.6,0,0,3,1,2526.36,1,0,1,0.0,0,1,760.52,1404.33,0.0,0.0,0.0,3139.63,0,0,3833.68,36,0,1,0,2,4,4,1,0,0,0,1,0,1,0,0,0,2,0,0,1.847,0.42,0
26,3.2,0,1,0,0,0.0,0,1,0,2.7,0,0,3216.33,1989.28,47369.11,1149.51,0.357,1469.35,0,0,6720.14,48,1,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0.174,0
57,0.9,1,0,0,1,3371.28,1,0,0,0.9,0,1,800.0,492.23,6270.83,117.56,0.147,8386.04,0,0,5401.4,36,0,1,0,2,2,4,2,0,0,0,1,0,1,0,0,0,2,0,0,0.615,0.563,0
18,0.0,1,1,4,0,0.0,0,1,0,4.8,0,0,2248.65,2709.92,0.0,0.0,0.0,2992.73,0,0,16582.01,84,1,0,0,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1.205,0.615,0
47,7.3,0,0,2,0,0.0,0,0,0,3.8,0,0,1699.59,1428.87,32797.76,1487.07,0.875,154.34,0,0,11075.63,72,0,0,0,4,5,4,3,0,1,0,0,1,0,0,1,0,2,0,1,0.841,0.543,1
42,11.0,0,1,2,1,412.99,1,0,0,6.8,1,0,2194.68,2102.68,20351.66,608.32,0.277,1478.47,0,0,13065.57,12,0,0,0,1,2,1,4,1,0,1,0,0,0,0,0,1,1,0,0,0.958,0.496,0
33,8.4,0,0,2,0,0.0,0,1,0,4.9,0,0,3550.88,2071.07,5450.01,136.89,0.039,11623.86,0,0,2831.09,36,0,0,0,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0.583,0.066,0
65,18.9,0,1,0,1,3429.34,1,0,0,7.9,1,0,3410.9,2377.59,0.0,0.0,0.0,5501.74,0,0,9803.26,36,0,0,0,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.697,0.24,0
41,4.9,0,1,2,1,965.38,1,1,0,2.9,0,0,2463.28,2258.91,10668.62,770.59,0.313,1608.29,0,0,3730.97,24,0,0,0,3,1,5,2,1,0,0,0,0,0,0,0,1,1,0,0,0.917,0.126,0
27,1.8,0,1,0,1,3241.02,1,1,0,1.8,0,1,3993.25,2266.24,0.0,0.0,0.0,3093.92,0,0,7145.05,36,0,0,0,1,4,3,4,1,0,0,1,0,0,0,0,1,2,0,0,0.568,0.149,0
18,0.0,1,1,2,1,2202.99,1,0,0,11.6,1,0,2271.01,1525.35,0.0,0.0,0.0,11307.16,0,0,4434.99,24,0,0,0,4,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0.672,0.163,0
31,0.5,1,0,0,0,0.0,0,1,0,1.7,0,1,2540.1,1476.49,38544.78,1566.91,0.617,1407.24,1,1,4111.65,72,0,0,1,5,5,2,5,0,1,1,1,1,0,1,1,0,4,1,1,0.581,0.135,1
43,0.1,1,0,0,1,2233.22,1,1,0,4.0,0,0,1579.92,686.97,0.0,0.0,0.0,262.43,1,1,3666.26,12,0,0,1,1,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0.435,0.193,1
42,5.1,0,1,3,0,0.0,0,0,0,0.1,0,1,2735.9,2116.12,5280.69,102.21,0.037,1518.58,0,0,15100.97,72,0,0,0,2,3,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0.773,0.46,0
35,10.3,0,0,4,1,1600.05,1,1,0,1.0,0,1,2700.35,2283.68,0.0,0.0,0.0,4551.9,0,0,11055.92,12,0,1,1,2,2,2,4,0,0,1,1,0,0,1,0,0,2,0,0,0.846,0.341,0
49,2.7,0,1,1,1,1769.23,1,0,0,1.4,0,1,1754.2,1484.54,0.0,0.0,0.0,6818.82,0,0,14695.19,24,0,0,1,2,3,2,5,0,0,1,1,0,0,1,0,0,2,0,0,0.846,0.698,0
24,6.2,0,0,2,0,0.0,0,0,1,0.0,0,1,1204.23,1242.5,8082.64,171.3,0.142,1568.15,0,0,12803.96,12,1,0,0,1,1,4,2,1,0,0,1,0,0,0,0,1,2,0,0,1.032,0.886,0
36,0.4,1,0,1,0,0.0,0,0,0,2.4,0,0,2150.9,1614.69,0.0,0.0,0.0,14228.38,0,0,17791.1,60,0,0,0,4,5,5,4,0,1,0,0,0,0,0,1,0,1,0,0,0.751,0.689,0
50,2.8,0,0,3,0,0.0,0,1,0,1.8,0,1,3293.69,3165.84,28601.3,623.7,0.189,2701.91,0,0,12483.6,24,0,0,0,4,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0.961,0.316,0
35,1.4,0,0,2,0,0.0,0,0,0,0.2,0,1,2320.51,1676.05,4812.36,215.38,0.093,32716.42,0,0,2616.36,48,0,0,1,5,4,1,4,0,1,1,1,0,0,1,0,0,2,0,0,0.722,0.094,0
25,2.6,0,0,1,1,2719.58,1,1,0,14.1,1,0,2320.06,1775.76,0.0,0.0,0.0,3959.63,0,0,1298.07,24,0,1,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0.047,0
50,4.9,0,0,3,0,0.0,0,1,0,1.0,0,1,1000.0,1413.45,40399.6,709.78,0.71,2581.11,0,0,15182.58,48,0,0,0,1,1,4,2,1,0,0,1,1,0,0,0,1,3,1,1,1.413,1.265,0
40,0.7,1,0,3,1,4561.64,1,0,0,8.9,1,0,2139.59,1833.83,25101.26,746.4,0.349,2757.37,0,0,5204.58,84,0,0,1,1,5,2,5,0,0,1,0,0,1,1,1,0,3,1,0,0.857,0.203,0
47,2.0,0,0,0,0,0.0,0,1,0,0.6,0,1,4034.32,1841.44,40802.36,1103.2,0.273,6440.57,0,0,1239.32,12,1,0,1,4,3,4,2,0,0,0,1,0,0,1,0,0,2,0,0,0.456,0.026,0
50,5.4,0,0,0,1,3596.91,1,0,0,3.2,0,0,1768.07,863.34,40255.41,1096.31,0.62,700.53,0,0,8655.09,48,0,0,1,2,3,5,4,0,0,0,0,1,1,1,0,0,3,1,1,0.488,0.408,1
49,1.4,0,0,4,0,0.0,0,0,0,1.9,0,1,1817.25,1947.34,8702.83,226.13,0.124,1601.4,0,0,1000.0,36,1,1,1,3,1,5,5,0,0,0,1,0,0,1,0,0,2,0,0,1.072,0.046,0
37,3.3,0,0,4,1,3831.35,1,1,0,0.5,0,1,2523.94,2476.43,0.0,0.0,0.0,83.38,0,0,11407.63,12,0,1,0,1,2,3,5,0,0,0,1,0,1,0,0,0,2,0,0,0.981,0.377,0
18,0.0,1,1,3,0,0.0,0,1,0,1.8,0,1,3236.31,2269.31,0.0,0.0,0.0,10777.17,0,0,5335.06,84,0,0,0,3,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0.701,0.137,0
37,6.9,0,0,3,0,0.0,0,0,0,0.5,0,1,2173.28,2060.7,10314.48,401.16,0.185,10003.78,0,0,4685.85,84,0,0,1,2,2,5,4,0,0,0,1,0,0,1,0,0,2,0,0,0.948,0.18,0
39,1.5,0,0,0,1,861.84,1,1,0,5.3,1,0,4077.18,1795.58,0.0,0.0,0.0,7306.68,0,0,9395.98,12,0,1,0,3,3,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0.44,0.192,0
49,1.2,0,0,1,0,0.0,0,0,0,4.9,0,0,3078.29,1801.54,0.0,0.0,0.0,2881.25,0,0,10171.93,84,1,0,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.585,0.275,0
34,3.5,0,1,3,1,1427.99,1,1,0,5.9,1,0,3162.21,2400.81,0.0,0.0,0.0,5026.3,0,0,2271.97,12,0,0,0,2,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0.759,0.06,0
35,1.2,0,0,4,1,1628.77,1,0,0,0.5,0,1,2731.22,2833.06,0.0,0.0,0.0,2749.88,0,0,9987.43,48,1,0,0,3,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,1.037,0.305,0
27,5.5,0,1,2,1,1729.25,1,1,0,6.3,1,0,4035.13,2739.5,0.0,0.0,0.0,8476.45,0,0,2578.05,24,1,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0.053,0
30,10.5,0,0,2,1,1860.49,1,0,1,0.0,0,1,899.5,1194.77,42495.31,1732.09,1.926,514.06,0,0,8630.22,36,0,0,0,3,4,3,1,0,0,0,1,1,1,0,0,0,3,1,1,1.328,0.8,1
44,0.6,1,0,1,1,3736.54,1,0,0,12.1,1,0,2036.5,1499.3,21106.07,755.64,0.371,4896.48,0,0,4290.44,72,1,0,0,1,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0.736,0.176,0
36,1.8,0,0,1,1,2143.72,1,1,0,0.7,0,1,1000.0,788.74,0.0,0.0,0.0,11303.34,0,0,4874.67,12,0,1,0,4,2,3,3,0,0,0,1,0,1,0,0,0,2,0,0,0.789,0.406,0
36,2.7,0,1,2,1,2329.08,1,1,0,0.7,0,1,1461.33,1506.48,17269.32,842.96,0.577,540.16,0,0,6776.03,36,0,1,0,2,3,1,1,0,0,1,1,1,1,0,0,0,3,1,0,1.031,0.386,0
18,0.0,1,0,2,1,1684.63,1,0,0,1.6,0,1,1522.85,1552.41,0.0,0.0,0.0,952.11,0,0,2633.68,24,0,0,0,3,3,5,2,0,0,0,1,0,0,0,0,0,1,0,0,1.019,0.144,0
43,2.2,0,0,0,0,0.0,0,1,0,11.4,1,0,2484.36,1584.83,0.0,0.0,0.0,2742.25,0,0,1389.74,48,1,0,1,1,4,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0.638,0.047,0
35,1.6,0,0,0,1,2307.71,1,1,0,1.6,0,1,2127.89,963.01,47445.98,2820.62,1.326,845.59,1,1,3621.69,72,0,0,0,5,1,2,3,1,0,1,1,1,0,0,0,1,3,1,1,0.453,0.142,1
48,11.7,0,0,2,0,0.0,0,0,0,8.6,1,0,2349.74,1725.6,0.0,0.0,0.0,1534.28,0,0,3799.96,72,0,0,0,5,5,4,3,0,1,0,0,0,0,0,1,0,1,0,0,0.734,0.135,0
39,6.0,0,0,4,0,0.0,0,0,1,0.0,0,1,743.65,1545.82,0.0,0.0,0.0,1729.9,0,0,2652.0,24,0,0,1,3,3,4,1,0,0,0,1,0,0,1,0,0,2,0,0,2.079,0.297,0
48,0.9,1,0,1,1,3143.66,1,1,0,8.3,1,0,3828.66,2333.49,0.0,0.0,0.0,4155.63,1,0,21556.49,72,0,0,1,1,2,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0.609,0.469,0
51,12.7,0,1,2,0,0.0,0,0,0,0.2,0,1,3068.63,2146.56,0.0,0.0,0.0,8239.74,0,0,27274.26,12,0,0,1,3,5,2,3,0,0,1,1,0,0,1,1,0,3,1,0,0.7,0.741,1
42,6.8,0,1,1,0,0.0,0,0,1,0.0,0,1,769.61,791.91,0.0,0.0,0.0,9405.08,0,0,2983.46,24,0,0,0,1,2,5,2,0,0,0,1,0,0,0,0,0,1,0,0,1.029,0.323,0
19,1.3,0,1,1,1,2788.6,1,1,0,12.8,1,0,3072.29,1777.18,34172.66,997.78,0.325,4751.7,0,0,3103.6,12,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0.084,0
35,5.5,0,0,1,1,2199.21,1,1,0,3.3,0,0,2438.91,1376.56,30614.63,1171.44,0.48,68.77,0,0,2068.1,24,0,0,0,5,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.564,0.071,0
35,0.6,1,0,1,1,2195.11,1,1,0,2.5,0,0,3406.5,2187.26,28574.97,542.84,0.159,3654.78,0,0,13572.8,72,0,0,0,5,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0.642,0.332,0
37,9.6,0,1,3,1,1447.58,1,0,0,18.5,1,0,2008.33,2228.8,46823.26,852.73,0.425,7486.84,0,0,8821.87,36,1,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.11,0.366,0
22,3.1,0,0,1,0,0.0,0,1,0,3.1,0,0,3656.39,2152.56,0.0,0.0,0.0,966.77,0,0,3414.03,12,0,0,0,5,1,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0.589,0.078,1
53,7.5,0,0,2,1,3041.6,1,1,0,4.1,0,0,4304.83,3589.79,0.0,0.0,0.0,7206.72,0,0,5476.06,48,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.834,0.106,0
41,4.8,0,1,2,0,0.0,0,0,0,5.2,1,0,2086.16,2051.39,0.0,0.0,0.0,4555.09,0,0,1969.88,60,0,0,1,2,3,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0.983,0.079,0
21,3.6,0,0,1,0,0.0,0,1,0,3.2,0,0,2192.04,1617.07,0.0,0.0,0.0,8578.26,0,0,1162.32,60,0,0,0,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0.044,0
43,1.1,0,1,2,0,0.0,0,0,0,1.1,0,1,1147.36,1269.93,44355.03,765.86,0.668,2097.3,0,0,4923.36,48,0,0,0,3,1,1,3,1,0,1,1,1,0,0,0,1,3,1,1,1.107,0.358,0
23,0.6,1,0,0,1,2386.39,1,1,0,15.5,1,0,3211.56,1763.19,0.0,0.0,0.0,3300.97,0,0,16297.8,36,0,0,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.549,0.423,0
38,15.4,0,1,4,1,3265.05,1,1,0,6.9,1,0,4479.64,3114.87,0.0,0.0,0.0,4009.12,0,0,6560.17,36,1,0,1,1,5,4,1,1,0,0,0,0,0,1,1,1,3,1,0,0.695,0.122,0
49,3.9,0,0,2,0,0.0,0,1,0,1.1,0,1,3314.73,2607.54,0.0,0.0,0.0,655.04,0,0,1755.08,24,0,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.787,0.044,0
44,5.5,0,0,2,0,0.0,0,1,0,3.6,0,0,3170.09,2684.76,11060.41,736.14,0.232,2761.4,0,0,2119.16,24,1,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0.056,0
22,0.0,1,0,4,1,3084.2,1,0,0,0.1,0,1,1702.98,2298.52,0.0,0.0,0.0,810.67,0,0,1000.0,24,0,0,1,3,2,1,3,0,0,1,1,0,1,1,0,0,3,1,0,1.35,0.049,0
27,3.0,0,0,0,1,2901.55,1,1,0,2.8,0,0,4937.74,2060.18,0.0,0.0,0.0,7934.83,0,0,4462.69,36,0,0,0,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.075,0
39,6.0,0,0,2,1,3236.28,1,0,0,3.6,0,0,832.01,1112.02,0.0,0.0,0.0,1826.84,0,0,6440.12,24,0,0,0,2,3,5,1,0,0,0,0,0,1,0,0,0,1,0,0,1.337,0.645,0
41,22.5,0,1,0,1,3163.25,1,1,0,3.1,0,0,3282.95,2195.86,0.0,0.0,0.0,12355.07,0,0,2727.57,84,0,0,0,4,5,5,5,0,1,0,0,0,0,0,1,0,1,0,0,0.669,0.069,0
26,0.3,1,1,2,1,1332.26,1,1,0,8.0,1,0,3902.04,2519.47,0.0,0.0,0.0,99.14,0,0,9180.74,12,1,0,0,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0.196,0
18,0.0,1,0,2,1,3058.73,1,1,0,11.5,1,0,3291.44,2045.8,28286.27,791.39,0.24,1861.93,0,0,3544.41,12,0,0,0,1,4,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0.622,0.09,0
27,5.8,0,0,2,0,0.0,0,1,0,2.5,0,0,3228.9,2371.26,0.0,0.0,0.0,3209.28,0,0,2701.57,60,0,0,0,4,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0.734,0.07,0
47,7.5,0,0,0,0,0.0,0,0,0,6.1,1,0,2118.61,1474.36,0.0,0.0,0.0,8755.44,0,0,6667.32,36,0,0,0,4,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0.696,0.262,0
47,3.4,0,0,0,1,1769.93,1,0,0,8.3,1,0,2561.11,1340.92,21393.44,480.1,0.187,7219.55,1,0,1923.39,24,0,1,0,1,5,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0.524,0.063,0
36,6.7,0,0,2,1,3029.74,1,0,0,5.3,1,0,801.09,1027.59,0.0,0.0,0.0,9037.13,0,0,2856.08,12,0,0,0,2,4,3,5,1,0,0,0,0,1,0,0,1,2,0,0,1.283,0.297,0
36,0.7,1,0,3,0,0.0,0,1,0,9.4,1,0,4388.42,2937.11,12925.31,217.63,0.05,4103.61,0,0,8267.47,12,0,0,0,4,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0.669,0.157,0
48,3.2,0,0,2,0,0.0,0,1,0,5.1,1,0,3806.7,2621.3,0.0,0.0,0.0,12381.75,0,0,5069.56,12,1,0,0,4,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.689,0.111,0
31,1.3,0,0,0,0,0.0,0,1,0,5.8,1,0,4620.84,3166.49,0.0,0.0,0.0,28.25,0,0,7247.04,36,1,0,0,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0.685,0.131,0
51,2.3,0,1,0,0,0.0,0,1,0,4.8,0,0,3459.2,1819.41,38560.4,1009.6,0.292,4939.34,0,0,2264.74,48,0,0,0,3,5,2,2,1,0,1,0,0,0,0,1,1,2,0,0,0.526,0.055,0
23,5.4,0,0,2,1,2179.9,1,1,0,8.0,1,0,2416.83,1593.02,23835.52,815.08,0.337,1731.67,0,0,7710.42,60,0,0,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0.659,0.266,0
38,0.9,1,0,3,0,0.0,0,1,0,6.9,1,0,2166.77,2024.51,0.0,0.0,0.0,27417.94,0,0,5919.86,84,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0.228,0
44,4.6,0,0,3,0,0.0,0,1,0,2.8,0,0,2542.08,2341.33,0.0,0.0,0.0,5825.53,1,0,1360.62,60,1,0,0,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0.045,0
41,8.1,0,1,0,0,0.0,0,1,0,4.2,0,0,2349.26,1400.41,46717.19,796.08,0.339,7596.09,0,0,3700.93,60,0,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.596,0.131,0
39,4.9,0,1,2,0,0.0,0,0,0,8.1,1,0,2439.66,1980.59,0.0,0.0,0.0,604.84,0,0,1769.29,84,1,0,0,4,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0.812,0.06,0
27,2.5,0,0,1,0,0.0,0,0,0,0.8,0,1,1790.64,1499.42,29935.4,678.28,0.379,1971.47,0,0,7296.02,24,0,0,0,3,4,3,3,1,0,0,1,0,0,0,0,1,2,0,0,0.837,0.34,0
36,2.8,0,1,1,0,0.0,0,1,0,3.7,0,0,3402.52,2306.11,23700.91,462.56,0.136,3814.85,0,0,13625.83,36,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0.334,0
51,0.6,1,1,2,1,2828.52,1,1,0,0.6,0,1,1765.33,1471.31,0.0,0.0,0.0,642.38,0,0,7393.69,36,0,1,0,5,2,4,2,0,0,0,1,0,1,0,0,0,2,0,0,0.833,0.349,0
59,6.6,0,1,0,1,2245.74,1,1,0,0.9,0,1,3151.54,1948.78,0.0,0.0,0.0,3581.94,0,0,4094.26,72,1,0,0,4,3,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0.618,0.108,0
47,12.7,0,1,0,0,0.0,0,0,1,0.0,0,1,1336.42,781.5,40975.42,1922.97,1.439,1350.11,1,0,2897.58,36,1,0,0,3,4,5,4,0,0,0,1,1,0,0,0,0,2,0,1,0.585,0.181,1
41,2.7,0,1,2,1,3451.71,1,0,1,0.0,0,1,908.08,964.19,0.0,0.0,0.0,1121.04,0,0,23133.14,24,0,0,0,1,1,1,3,0,0,1,1,0,1,0,0,0,2,0,0,1.062,2.123,0
53,2.8,0,1,4,1,2856.61,1,1,0,5.2,1,0,3238.74,3448.97,0.0,0.0,0.0,13130.39,0,0,1773.89,84,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1.065,0.046,0
29,11.3,0,0,2,1,2004.2,1,1,0,12.3,1,0,2073.08,1965.56,0.0,0.0,0.0,3928.91,1,0,18839.48,60,0,0,1,4,2,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0.948,0.757,0
42,5.9,0,0,0,0,0.0,0,1,0,0.6,0,1,2932.99,1971.04,9877.49,675.75,0.23,2000.38,0,0,2918.92,24,1,0,0,3,3,5,5,1,0,0,1,0,0,0,0,1,2,0,0,0.672,0.083,1
28,2.1,0,0,1,1,1422.79,1,0,0,5.8,1,0,2237.39,1820.83,0.0,0.0,0.0,5893.74,0,0,1000.0,24,1,0,1,5,2,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0.814,0.037,0
40,5.7,0,0,3,0,0.0,0,1,0,3.2,0,0,3364.23,2948.83,0.0,0.0,0.0,3572.01,0,0,4438.11,24,0,1,1,4,5,1,2,1,1,1,0,0,0,1,1,1,3,1,0,0.877,0.11,0
19,1.5,0,1,1,1,2675.16,1,1,0,3.9,0,0,3168.92,2430.74,0.0,0.0,0.0,4437.47,0,0,14928.5,48,1,0,1,5,5,3,3,0,1,0,0,0,0,1,1,0,2,0,0,0.767,0.393,0
33,4.3,0,1,3,0,0.0,0,1,0,2.7,0,0,1906.74,1888.27,22690.94,850.65,0.446,2273.62,0,0,7144.94,24,0,0,0,2,3,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0.99,0.312,0
31,5.6,0,0,0,1,2467.84,1,1,0,5.5,1,0,2498.01,1628.42,0.0,0.0,0.0,2783.49,1,0,4385.52,24,0,0,0,4,5,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0.652,0.146,0
51,5.6,0,1,0,1,2227.73,1,1,0,6.1,1,0,2774.28,1713.75,18131.76,899.87,0.324,4346.57,0,0,3484.5,24,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0.105,0
60,5.5,0,1,2,1,2102.38,1,1,0,4.6,0,0,2046.84,1856.06,0.0,0.0,0.0,3877.28,0,0,11910.38,48,0,0,0,5,5,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0.907,0.485,0
37,0.6,1,0,0,0,0.0,0,1,0,17.7,1,0,2140.17,915.68,0.0,0.0,0.0,1200.48,0,0,13900.37,60,0,0,0,2,5,3,4,1,0,0,0,0,0,0,1,1,2,0,0,0.428,0.541,0
33,1.3,0,0,1,0,0.0,0,1,0,6.6,1,0,3322.88,2310.4,0.0,0.0,0.0,5600.65,0,0,1711.43,36,0,0,1,5,3,2,1,1,0,1,0,0,0,1,0,1,2,0,0,0.695,0.043,0
25,7.9,0,1,3,0,0.0,0,1,0,2.4,0,0,1210.66,1456.07,0.0,0.0,0.0,5497.61,0,0,7218.56,72,1,0,0,4,5,2,3,0,1,1,0,0,0,0,1,0,1,0,0,1.203,0.497,0
21,2.3,0,0,2,0,0.0,0,0,0,8.4,1,0,989.09,1137.02,13862.96,1079.41,1.091,4827.51,0,0,10142.77,84,0,0,0,2,2,2,3,0,0,1,0,1,0,0,0,0,1,0,1,1.15,0.855,1
41,4.7,0,0,2,0,0.0,0,1,0,2.0,0,0,3388.65,2011.32,0.0,0.0,0.0,3978.33,0,0,3964.37,12,0,1,0,4,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0.594,0.097,0
44,2.2,0,1,2,1,2691.79,1,0,0,1.2,0,1,2131.99,1779.66,24888.45,922.23,0.433,1677.49,0,0,3827.74,24,1,0,1,4,2,2,1,0,0,1,1,0,0,1,0,0,2,0,0,0.835,0.15,0
36,2.7,0,0,1,1,2898.76,1,1,0,7.3,1,0,4499.16,2379.16,0.0,0.0,0.0,40.45,0,0,2823.51,36,1,0,1,4,4,4,3,1,1,0,0,0,0,1,0,1,2,0,0,0.529,0.052,0
34,7.0,0,1,2,1,1612.42,1,0,0,1.3,0,1,1054.92,1210.57,0.0,0.0,0.0,2031.14,0,0,4197.31,12,0,0,0,3,3,2,3,0,0,1,1,0,1,0,0,0,2,0,0,1.148,0.332,0
63,1.4,0,0,3,0,0.0,0,1,0,2.9,0,0,3335.16,2946.7,0.0,0.0,0.0,13136.89,0,0,15478.4,24,0,0,0,2,5,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0.884,0.387,0
29,1.9,0,0,3,0,0.0,0,1,0,1.2,0,1,1932.14,2216.63,48742.49,3512.22,1.818,14612.18,1,0,5014.54,48,1,0,1,4,3,4,5,0,0,0,1,1,0,1,0,0,3,1,1,1.147,0.216,1
43,2.5,0,0,1,0,0.0,0,1,0,0.3,0,1,2741.29,2156.71,44557.89,959.68,0.35,703.71,0,0,3926.74,12,1,0,1,3,5,4,5,0,0,0,1,0,0,1,1,0,3,1,0,0.787,0.119,1
48,2.5,0,0,2,0,0.0,0,1,0,8.4,1,0,4538.4,3248.97,0.0,0.0,0.0,5300.26,0,0,2733.4,36,0,1,0,4,5,2,4,0,1,1,0,0,0,0,1,0,1,0,0,0.716,0.05,0
30,2.7,0,1,3,1,1890.68,1,1,0,4.0,0,0,2871.23,2471.95,0.0,0.0,0.0,800.58,0,0,1590.48,48,0,0,0,5,3,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0.861,0.046,0
